Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary
3214,B005K4Q1VI,A14Z8PWKLIRDLA,"J. Corne ""Josh""",0,0,5,1347926400,"Fast, Affordable, & very good!!!"
3216,B005K4Q1VI,A3LNXBAF8GTKK9,Marcela Smith,0,0,5,1347840000,Along these lines
3218,B005K4Q1VI,A2JRW1GL8Z771V,MI_Mom,0,0,5,1347494400,Great Hot Cocoa!
3221,B005K4Q1VI,ARWRBORADGA3G,"Ryan White ""SunsetQuest""",0,0,5,1346803200,good hot cocoa
3223,B005K4Q1VI,A3GL1ORCNI2XEZ,Tom,0,0,5,1346716800,Grove Square Hot Cocoa For Keurig
3224,B005K4Q1VI,A3OCCDTAMODER1,Joe,0,0,5,1345680000,highly recommended hot chocolate
3225,B005K4Q1VI,AGLWD7FVS8E1L,"BasicTek ""Tim""",0,0,5,1345507200,Best Keurig Hot Chocolate so far
3226,B005K4Q1VI,A2DPQ82V9HI4TJ,"Jane Krisch ""Jane Krisch""",0,0,5,1345334400,A++ Service
3227,B005K4Q1VI,A29S7IVPEA0YIW,Teri A. Hagen,0,0,5,1344988800,Great Value and Super Yummy!
3228,B005K4Q1VI,A1K4RN8VAOZ93A,goaliemom53,0,0,5,1344902400,Great taste
3229,B005K4Q1VI,A3HUUFNYEM826Q,doma602,0,0,5,1344556800,Grove Square
3232,B005K4Q1VI,A3PFGKHWB839TI,Matt,0,0,5,1343520000,"Great product, great price ..."
3233,B005K4Q1VI,A3OGQ11JV4GGC3,ritchie02,0,0,5,1343433600,"Grove square Hot Cocoa cups,Milk Chocolate For Keurig K-cups Brewers, 24 Count"
3234,B005K4Q1VI,AB094YABX21WQ,J. Gregg,0,0,5,1343174400,tastes pretty good
3235,B005K4Q1VI,A190ZI4MDD47UC,Jean,0,0,5,1343174400,Love the hot chocolate
3236,B005K4Q1VI,A15DQC8JSUVGYR,"Edmund N. Durden ""ND House""",0,0,5,1342656000,Easy and kids love it
3237,B005K4Q1VI,A3SWKICKP4J5K6,Julie Munro,0,0,5,1342569600,Great tasting coco
3238,B005K4Q1VI,A3BI8LP14PUYAG,Richard Sweetman,0,0,5,1341705600,Kcup Hot Cocoa
3239,B005K4Q1VI,A1VMAF3WW4J3M3,B1teller,0,0,5,1341619200,Love it!
3240,B005K4Q1VI,A2ALSH7ZYSVPK3,dopey62,0,0,5,1341619200,great taste for a great price
3241,B005K4Q1VI,A3B5N33ML7LJ5P,Luvssassy,0,0,5,1340409600,Keurig hot chocolate
3242,B005K4Q1VI,A18VUKXM8NXY,K. Engle,0,0,5,1339891200,Great Dark Cocoa
3245,B005K4Q1VI,A3L0TIXDIKFKA0,"Ms. Ann M. Gillilan ""homeschoolmomof3""",0,0,5,1337731200,The kids love it!
3247,B005K4Q1VI,A2H84V55USFJQX,M5,0,0,5,1337126400,the best chocolate taste out there!
3248,B005K4Q1VI,AUOGMXLRRLVE1,Chris M.,0,0,5,1337126400,Hot cocoa k-cups
3249,B005K4Q1VI,ABPNZ9RKXOP0E,gentlman4u,0,0,5,1337040000,cocoa
3250,B005K4Q1VI,A3SEW1ECTN5D0D,"Auntie Nell ""Auntie Nell""",0,0,5,1337040000,Good cocoa
3251,B005K4Q1VI,A250GU4SMP2BFS,Jaynee L. Ziegler,0,0,5,1336262400,Great hot chocolate!
3252,B005K4Q1VI,A1NEGY709BBIY3,"Ellen R. Powers ""etpowers98""",0,0,5,1336089600,Best hot chocolate
3254,B005K4Q1VI,A3M1LSD6E21BVK,"R. Johns ""HyghTone""",0,0,5,1335657600,Very good Hot Chocolate
3255,B005K4Q1VI,AJF5B70OO7S43,WOLF F.,0,0,5,1335571200,HARD TO BELIEVE
3257,B005K4Q1VI,A2OIH61PAAW602,Michael S. Uhl,0,0,5,1335139200,love this
3259,B005K4Q1VI,ANSGM5B0542MM,Richard C. Allen,0,0,5,1335052800,very good
3262,B005K4Q1VI,A1OTH5C0YHR1TR,K. Long,0,0,5,1334016000,"Kids Love it, Taste Best to me..."
3263,B005K4Q1VI,A2J8FJTJXL32VC,C. C. Smith,0,0,5,1334016000,good taste comes in small packages
3264,B005K4Q1VI,A3BZRB5BQU7MP6,"Wanda T. Kindall ""TorreyK""",0,0,5,1333152000,I LOVE THIS HOT CHOCOLATE FOR THE KEURIG!
3265,B005K4Q1VI,A393ZV2MIVGDPF,Lucas Gonzalez,0,0,5,1333065600,Love the flavor
3266,B005K4Q1VI,AWGA6OTPZOF56,Monica E,0,0,5,1332979200,Creamy & Rich Cocoa
3267,B005K4Q1VI,AS0O9EE62B0Y6,Miss Gamble,0,0,5,1332892800,best k-cup hot chocolate
3268,B005K4Q1VI,AMDPYQR7QVOJQ,TINJAN,0,0,5,1332633600,k-cup cocoa
3269,B005K4Q1VI,A3TCHBGG6IS1OZ,Amazon Addict,0,0,5,1332288000,"If you like hot chocolate, this is great"
3272,B005K4Q1VI,ANDCFU8FAQY3Z,Donna,0,0,5,1331769600,Really good!
3274,B005K4Q1VI,A3916G6EAUK63A,Debra H Gabriel,0,0,5,1331596800,Warms the soul........
3277,B005K4Q1VI,A2AZLM2T4GAWJ1,StanM,0,0,5,1331337600,The Best hot Cocoa in a K-Cup
3278,B005K4Q1VI,A3Z435GQN9XG8,Jo,0,0,5,1331251200,Very good hot chocolate.
3282,B005K4Q1VI,A3BHMPPJEOZ3W1,jack wood,0,0,5,1330905600,Well worth the money
3283,B005K4Q1VI,A158I4XBGHVQ7W,glj104,0,0,5,1330905600,"Rich, smooth and creamy"
3284,B005K4Q1VI,A1VABJOP02YUJG,amazonnut,0,0,5,1330819200,amazon nut
3285,B005K4Q1VI,A2F20N23SUFXZG,Ryan P,0,0,5,1330560000,PERFECT!
3287,B005K4Q1VI,A3J8AQWNNI3WSN,TSparties,0,0,5,1330387200,Hot Cocoa K-cups
3290,B005K4Q1VI,A9AAK8MS0T90F,William,0,0,5,1330128000,Great Value
3291,B005K4Q1VI,AGFV9F4CI93S3,Logical,0,0,5,1329868800,Not bad using CoffeeMate Chocolate Creamer
3292,B005K4Q1VI,ALHX4DKHGQD4Z,Robin,0,0,5,1329868800,nummy
3297,B005K4Q1VI,A19N2TU4D31BT6,Lee Strain,0,0,5,1329350400,Never without!
3300,B005K4Q1VI,A10E57QZ4GJ32F,Sharks77,0,0,5,1329177600,keurig hot chocolate
3301,B005K4Q1VI,A2OQ6RXQT17LGQ,snaponlarry,0,0,5,1329004800,Grove cocoa k-cups
3304,B005K4Q1VI,A1TOW634MZ0ELQ,kathyallen45,0,0,5,1328659200,Hot Choc K Cup
3307,B005K4Q1VI,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",24,25,5,1321401600,Really Good Hot Cocoa - Highly Recommended
3308,B005K4Q1VI,A1JDKNDE73FLV2,lynnsmom,16,16,5,1323734400,Great flavor!
3310,B005K4Q1VI,A2GR7SRMJ54RG7,Book Vamp,21,23,5,1321488000,Perfect Cocoa
3312,B005K4Q1VI,A1TTREMB4DDEX7,ShanyaG.,11,11,5,1321228800,"Much better than expected, great for the kids"
3313,B005K4Q1VI,A1KNF8V0TT4LW2,"W. Hoyt ""Pee Wee Shooter""",10,10,5,1319587200,"Rich, thick cocoa.  Surprisingly good!"
3314,B005K4Q1VI,A1MVN7BGX0CYKD,"L. Silver ""amazonophile""",7,7,5,1319155200,Pleasantly surprised
3316,B005K4Q1VI,A2Y8ISBLBKS74N,"D. Henderson ""exploring my world""",0,0,5,1328486400,Tasty and Good for Weight Watchers!
3317,B005K4Q1VI,AY6MB5S44GMH4,Jolan,0,0,5,1328486400,Yummy!!
3321,B005K4Q1VI,AXMBQBI7N8L37,Michael J McCullough,0,0,5,1328140800,TASTE GREAT
3322,B005K4Q1VI,A12NJLAHKB8DVM,Trudy Myers,0,0,5,1328140800,Yummy!
3323,B005K4Q1VI,AW9KV1KKSBOY7,"Deidra Nickerson ""Crazy about Books""",0,0,5,1327968000,Best Ever
3324,B005K4Q1VI,A1AVDAS4VK9FCL,Joe H.,0,0,5,1327968000,Good Hot Chocolate
3325,B005K4Q1VI,A3L4LBON8P64YQ,Kool-aid,0,0,5,1327968000,Yummy!
3330,B005K4Q1VI,A32Q1A49UMZF8Z,Michael Edwards,0,0,5,1327708800,Grove Square Hot Chocolate is the best.
3335,B005K4Q1VI,A1INQFWF0KH8LS,"jro2020 ""James to you""",0,0,5,1327363200,Best K cup hot cocoa
3337,B005K4Q1VI,A1CYKFUPE5ZGBA,"Mike G ""Mike G""",0,0,5,1327190400,Great Tasting! Great Value
3339,B005K4Q1VI,AW4RC5QJTVF7N,Kathleen F Celli,0,0,5,1327104000,Best Hot Cocoa
3341,B005K4Q1VI,AV2MMKAUI8QBC,MFowles,0,0,5,1327017600,Best Hot Chocolate for K-Cups
3343,B005K4Q1VI,A2JNQP8PTHOTDF,S. Saylor,0,0,5,1327017600,FAVORITE HOT COCOA!
3344,B005K4Q1VI,ADNABCDGM22PU,Tammy,0,0,5,1327017600,Yummy
3345,B005K4Q1VI,A3V5HUXNQR5GOO,K cup lover,0,0,5,1327017600,Yummy hot chocolate
3346,B005K4Q1VI,A1ZB1DWIQ584HK,"Gloria ""tapp4010""",0,0,5,1326931200,Pretty good hot chocolate
3351,B005K4Q1VI,A2G9JJ0EI0JVIA,"Jack E. Stoudenmire Jr. ""Ravenous reader""",0,0,5,1326672000,Chocolate heaven!
3352,B005K4Q1VI,A1WLPEM7Z6LM35,"Gabriela C. Zakak ""Gab""",0,0,5,1326672000,Awesome!
3355,B005K4Q1VI,AA1L8TO0LAHX9,Nece,0,0,5,1326585600,YUM!
3356,B005K4Q1VI,A16KFZE04C1EAK,Joyce,0,0,5,1326585600,Well pleased.
3358,B005K4Q1VI,A1PS9E5DS2WMRZ,mary bee,0,0,5,1326499200,"great product, great price, pepermint is outstanding"
3360,B005K4Q1VI,A169K06GS5B2IN,Tamara Hook,0,0,5,1326412800,hot cocoa
3361,B005K4Q1VI,A3FVY4ZANE3F02,S. Haas,0,0,5,1326326400,Very good Hot Chocolate
3362,B005K4Q1VI,A3LRTE7SUBEOX5,Kevin R. Dinan,0,0,5,1326326400,Grove City Hot Chocolate
3363,B005K4Q1VI,A3IGJXAAJN2A9V,Carole R. NAPOLI,0,0,5,1326326400,good and tasty
3364,B005K4Q1VI,A1CYKFUPE5ZGBA,"Mike G ""Mike G""",0,0,5,1326240000,"Great Deal, Great Cocoa!"
3365,B005K4Q1VI,A1R2TSX18WRFE3,bjbek,0,0,5,1326240000,Great!!!
3367,B005K4Q1VI,A34FBJHPXI559Z,Susanna Rey,0,0,5,1326153600,Finally a good k cup hot chocolate!
3368,B005K4Q1VI,A30GEP1I3ZJABG,J. Thoman,0,0,5,1326153600,Good Cocoa - GREAT price
3369,B005K4Q1VI,A2V8W49S1JDBZN,Courtney,0,0,5,1326067200,Great
3370,B005K4Q1VI,A1SK9O1C7KOLMH,"Thomas A. Juarez ""Tom""",0,0,5,1326067200,Great!
3372,B005K4Q1VI,A189ECG9L1QRPE,Dale Borja,0,0,5,1325980800,This hits the spot!
3373,B005K4Q1VI,AE0UBGMCP5WRX,Laura Monaco,0,0,5,1325808000,Yummy!
3374,B005K4Q1VI,A1U2OC5AGAYERG,Naomi O,0,0,5,1325721600,delicious!
3375,B005K4Q1VI,A1M4IW1VQIMD83,K. Addison,0,0,5,1325635200,Excellent Hot Chocolate
3376,B005K4Q1VI,AX5JN0IW5OIGM,A. MOHR,0,0,5,1325548800,Best Hot Cocoa Ever
3377,B005K4Q1VI,A10VCCF3QS34YL,Logo,0,0,5,1325548800,BEST HOT COCOA YET
3379,B005K4Q1VI,A32HA9IME9E88V,Margret Schmidt,0,0,5,1325462400,So much better than Cafe Escapes!
3380,B005K4Q1VI,A1UGOW7077WN1C,"Mary L. Oreilly ""Pemdas5x5""",0,0,5,1325462400,THE BEST
3382,B005K4Q1VI,AUH792DXLWGXW,Beth(bookaholicmom),0,0,5,1325116800,Great Hot Cocoa!
3383,B005K4Q1VI,A3UJC2AG9Z6CHX,Melody Nye,0,0,5,1325030400,great assortment
3385,B005K4Q1VI,A1YCWZWOXLUAY5,Mom of Four Sons,0,0,5,1324944000,Yummy!
3387,B005K4Q1VI,A2E7V2OVK745M2,CC,0,0,5,1324771200,yumm!!
3389,B005K4Q1VI,A2QVVTHWO6EKUZ,Karen Fish,0,0,5,1324598400,Great Product!
3390,B005K4Q1VI,A25FL6VLD7S23S,"OILMAN ""OWEN""",0,0,5,1324598400,EXCELLENT PRODUCT
3391,B005K4Q1VI,AXB71BWGYSWYW,"Sasha8 ""and Sam""",0,0,5,1324512000,Tastes Great!
3392,B005K4Q1VI,A1GO93ZN6M0AR5,grannypat34,0,0,5,1324425600,yummy!!!  And fro Amazon too..........
3393,B005K4Q1VI,A28MNT19R5LP9R,B1gD4ddy,0,0,5,1324425600,Perfect Hot Choc Variety Box
3395,B005K4Q1VI,A4SUQHLSOX6BT,Carla L. Brandy,0,0,5,1323648000,The Best of All of Them
3396,B005K4Q1VI,A49ON55UBX8GE,patricia,0,0,5,1323648000,hot cocoa cups
3398,B005K4Q1VI,A2PPWMMZER5JTT,tootsie,0,0,5,1323388800,Very good hot cocoa
3399,B005K4Q1VI,A1Q3VZH3TP8DFN,Janice G. Brown,0,0,5,1323302400,hot cocoa
3400,B005K4Q1VI,A2X9G1DQ4T28ZN,8 Eyes,0,0,5,1323216000,Great product
3401,B005K4Q1VI,A221IYGUANAAL2,Cheryl L. Clark,0,0,5,1323216000,Hot Cocoa Anyone?
3406,B005K4Q1VI,ASDUD9CJFK9GT,g. sailor,0,0,5,1322611200,wow!
3408,B005K4Q1VI,A1BCSEDVL0Q0GN,Howard Engle,0,0,5,1322611200,Grove Square K-cups
3411,B005K4Q1VI,A2KMFRF5XD7LEO,Mary Currie,0,0,5,1322524800,Hot Chocolate
3414,B005K4Q1VI,A3HTC2BDLNGNQL,fierydream,0,0,5,1321488000,Much better and less expensive than that ordered from Keurig!
3416,B005K4Q1VI,A2H2Z1KG1YXMY1,T. Kirkpatrick,5,5,5,1322006400,Surprisingly Good!
3417,B005K4Q1VI,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",5,5,5,1321401600,Really Good Hot Cocoa - Highly Recommended
3422,B005K4Q1VI,A14LL0MTTB8T3C,B. Meyers,4,4,5,1323993600,Best Hot Cocoa for Keurig
3423,B005K4Q1VI,A1YU3SAW0XHQIY,K. J. Smith,4,4,5,1321833600,Surprisingly Good.
3426,B005K4Q1VI,ANHG53RB9Q537,SEB,0,0,5,1321142400,Excellent hot cocoa!!!
3427,B005K4Q1VI,A1J0H6L8PTVNH7,sxbaughsx3,0,0,5,1321142400,Fantastic
3428,B005K4Q1VI,AKY1ISIZP5DIU,"Sue ""ausuep""",0,0,5,1320710400,Delicious!
3429,B005K4Q1VI,A3A58DJTXQSI3K,N. Greco,0,0,5,1320192000,Great cocoa
3432,B005K4Q1VI,A33YCUFVPEZ6QV,BenB,1,2,5,1342742400,Dark chocolate lover - best I've tried
3440,B005K4Q1VI,A24C0RPF1TGY7,L. Ketchum,0,1,5,1342915200,"The ""Replicator"" of our time."
3441,B005K4Q1VI,A1I83GB8DSDCK4,Greg,0,1,5,1332288000,Delicious
3443,B005K4Q1VI,A2E0OQ4WMC45ER,Amberley's mom,0,1,5,1331337600,Great Hot Chocolate
3445,B005K4Q1VI,A1Y20RMXCE71KJ,christinao,0,1,5,1329955200,"Grove square hot cocoa cups, Dark, single serve cup"
3453,B005K4Q1VI,A1QSONZR5L6UV2,NGeromette,0,1,5,1324512000,Great pricing!
3459,B005K4Q1VI,AUBRIJEO0DY7F,monicalemon,3,3,5,1324512000,Wonderful Hot Cocoa
3460,B005K4Q1VI,ACR6QJNQON47X,CB123,3,3,5,1324339200,Delish
3463,B005K4Q1VI,ARAKTT5M3DDYA,JustMe,3,3,5,1319587200,Good Stuff
3464,B005K4Q1VI,A232R554J2QZR1,James C. Boland,5,6,5,1320278400,nice flavor
3465,B005K4Q1VI,A35MXI294400EW,A. Henderson,2,2,5,1328572800,Wonderful!
3471,B005K4Q1VI,A38AK9ROCL1UN6,Deanna M. Mcdonald,2,2,5,1321833600,Winter delight!!
3472,B005K4Q1VI,A387PIZQDJCK23,"Robert D. Gregory ""Sgt Bob""",2,2,5,1320710400,Excellent Hot Chocholate
3473,B005K4Q1VI,A2C494FJ3TX9DI,Danielle Clayton,2,2,5,1320451200,Great!
3474,B005K4Q1VI,A2RKL3Y3YV0D50,"Susan Kornblut ""marathon woman""",2,2,5,1319587200,Grove Square Single Serve Hot Cocoa For Keurig
3475,B005K4Q1VI,ASGWEAO5R1NI7,Janet W. Lindsey,2,2,5,1319500800,Delicious!!
3477,B005K4Q1VI,A2U74VFUK2XO3N,Mogg,2,2,5,1319414400,Great tasting cocoa for your Keurig
3478,B005K4Q1VI,A2YHXAZLCLDT8D,"Mark Smith ""Food lover""",4,5,5,1319068800,Great cocoa !!
3480,B005K4Q1VI,A1GD2URTB9KU4X,Holby137,1,1,5,1335484800,very yummy hot cocoa!
3481,B005K4Q1VI,AG8XXURGEVC3,Greg Acuff,1,1,5,1334620800,Yum!
3482,B005K4Q1VI,A3H3ALAMEZUBEF,V. Crown,1,1,5,1332806400,Excellent Flavor
3483,B005K4Q1VI,A18ZB4D4Y35516,JerryW,1,1,5,1332720000,Great Cocoa
3484,B005K4Q1VI,A2CWO64OI8D8TN,coffee queen,1,1,5,1332201600,smooth
3486,B005K4Q1VI,A15IX824PPP1JW,J. GOFF,1,1,5,1331596800,yummy hot choc--olate
3487,B005K4Q1VI,A1UA8WGUYKYH7G,kylred,1,1,5,1331424000,The best tasting hot cocoa I have had!
3489,B005K4Q1VI,ALD467ZEFBPDF,"DenDen ""Dennis""",1,1,5,1329696000,GREAT Cocoa for the price.
3490,B005K4Q1VI,ANFLCTZSKMZ3O,Carol F,1,1,5,1329609600,I love this Hot Chocolate!
3491,B005K4Q1VI,A15U64VGUV6RBF,S. Carlson,1,1,5,1329264000,Hot chocolate in seconds
3498,B005K4Q1VI,A3Q307658TBYCR,Shirley A Sluskonis,1,1,5,1326326400,Great
3503,B005K4Q1VI,AVOFW4IP3ZVC9,"Nancy ""mamabear""",1,1,5,1323993600,yummy
3505,B005K4Q1VI,A2ALSH7ZYSVPK3,dopey62,1,1,5,1323907200,Love it!
3506,B005K4Q1VI,A37V4MEAMIWDOO,"John A. B. ""Coach""",1,1,5,1322956800,Great product
3507,B005K4Q1VI,A15TBVXE822S7D,kathy allen,1,1,5,1322870400,Hot Cocoa k cups
3509,B005K4Q1VI,AQ0XBKK46LOUH,Chris G. Ward,1,1,5,1322438400,Great Hot Chocolate
3513,B005K4Q1VI,A5AJKFDNSA4J5,Marjorie Richmond,1,1,5,1321833600,Yummy!!
3521,B005K4Q1VI,A2E65ZXD654761,Barbara L,0,0,5,1351036800,Great tasting
3522,B005K4Q1VI,A12ZQSJ9TNH9ZE,"R. Caguioa ""silver pen""",0,0,5,1350518400,Can't Complain...
3523,B005K4Q1VI,A2G18A5SOD4WQC,"Paul James Vesely ""String bean""",0,0,5,1350518400,"Splendid product, exceeded my expectations"
3524,B005K4Q1VI,A2H0LXLB09PYZI,Sadie,0,0,5,1350518400,Great for winter !
3525,B005K4Q1VI,A2RHFQS6K0ERIY,L. Segal,0,0,5,1350432000,Mmmmmm-Mmm Good!
3526,B005K4Q1VI,A16XJ5P33M7S1S,ellenp,0,0,5,1350345600,Thanks for the best hot cocoa outthere!
3527,B005K4Q1VI,A17H97W857Q698,Claudia's hobbies,0,0,5,1350259200,good for all ages
3530,B001NH40UA,AAEN2X0G9EACJ,"Especially For You ""NL""",1,1,5,1341878400,Fantastic Orange Tea
3531,B001NH40UA,A2YQMAK11J2TWF,Melinda05,1,1,5,1339718400,great tea!
3532,B001NH40UA,A3OKXIBOKH4U6C,Otho T.,0,0,5,1350777600,smell it!
3534,B000YPKODY,AZZ7SCDDZR0R3,Teri L. Eaton,3,3,5,1301011200,Just like the good ol' days...
3538,B000YPKODY,A1S2VJ8A0CLBAJ,"Ima Rascal ""Rascal""",1,1,5,1319500800,No stale product here!
3539,B000YPKODY,A1AD4JN43A4PQN,Lesley,1,1,5,1319328000,great item
3543,B000YPKODY,A2OQC8VQX8JAWW,"K. Johnson ""Ker""",0,0,5,1339545600,Awesome & packaged as promised!
3544,B000YPKODY,A1QY95B93MAV2G,Tiffany,0,0,5,1335657600,Was perfect
3548,B005ZHJI9C,AS1FCKNKY95ID,"Juli A. Lee ""JingleJL""",1,1,5,1336953600,Great and good price!
3549,B005ZHJI9C,A1I34N9LFOSCX7,Smeggy,0,0,5,1349136000,Yum!
3551,B000P5IWYG,A3MVP52288OGHH,BW,2,2,5,1207180800,What a great combo of flavors.
3552,B000P5IWYG,A17ZJ1QB1PGUBE,"N. Tobey ""natamoose""",1,1,5,1207180800,yummy!
3554,B00469LSMU,AZV26LP92E6WU,"M. Hammond ""ColemanFlGuy""",0,0,5,1313020800,The best!
3555,B0001E3LBU,A2Q1ZSJSLC7LK8,A. Vannoy,2,2,5,1155168000,Great Jerky!
3556,B005KDJEJK,A3490HC0ZWOS10,"spinner ""exercise girl""",6,7,5,1331337600,outstanding
3557,B005KDJEJK,A230PPNNJYJ6HR,"C. Day ""Charski""",0,0,5,1351036800,Rancho Gordo Beans - What fun!
3558,B001HTI4TM,A27DHFFWMH042Y,"Cathleen M. Walker ""geminiwalker""",0,0,5,1293148800,Olives that melt in your mouth
3559,B000GDAVXW,A1OD8O27WU6R6X,d bert,0,0,5,1216425600,Really tasty
3564,B0092XAMDQ,AM0VRGASSST2K,Ashley,1,1,5,1346976000,More for Me
3565,B0040PWYVO,A6KL17KKN0A5L,K. Harper,7,7,5,1311897600,Great sweet organic corn! BPA not sure but looks like Eden's cans.
3566,B0040PWYVO,A3W09FIMAYFUI8,K. Fitzpatrick,5,5,5,1306627200,A Hit with Me
3568,B0040PWYVO,ABCPZW61Y10N2,Brittan Mitchell,1,1,5,1342742400,yummy
3570,B0040PWYVO,A2MU3FLFSWW4TD,Randall J. Skates,0,0,5,1350604800,Goes great with black beans and rice!
3571,B0040PWYVO,ASD18CD8CZWRS,"D. Painter ""dpainter""",0,0,5,1349395200,Good  value for me
3573,B0014DZQMO,AAUICTIUBVU7R,"Roy Berger ""Everyman""",1,1,5,1283472000,"GREAT SERVICE, DELICIOUS CANDY"
3574,B0044UT0O4,A2PJY65MJKBBTJ,Yubisan,1,1,5,1349740800,Great flavored tic tacs
3576,B0044UT0O4,A199V9Y5ER1L5P,L. M. Fuke,0,0,5,1348444800,"Tantalizing flavor, but scattered distribution"
3577,B0044UT0O4,A1M9G39374JT8J,Looking for Info,0,0,5,1341014400,"Unique and tart flavor, delicious!"
3578,B0044UT0O4,A1HOXKR7OKJ1X1,"L. R. Dana-kirby ""Leslie Dana Kirby""",0,0,5,1339372800,Pink perfection!
3579,B0044UT0O4,A2FOMCYGVURHF3,Nice Piece,0,0,5,1327017600,Fresh product!
3580,B0044UT0O4,A1301OJIPGLV7V,americanamama58,0,0,5,1325030400,Long lost find!
3581,B0044UT0O4,A3CO9FEI4ICDPV,Celeste,0,0,5,1324771200,Difficult to find; tastes great
3582,B0044UT0O4,A27KLQHAZAFM61,CH,0,0,5,1295827200,Pink Grapefruit forever!
3583,B004MDQSDO,A1RTSF9U66MGQZ,skatelady,0,0,5,1346976000,reminds me of Italy
3584,B000PWMHW2,ANKISKS44UFIJ,brown,2,2,5,1296604800,One of my most favorite places on earth
3586,B004X8TK9W,ABDCYK04CL6O4,MIDNIGHT0521,3,3,5,1323993600,KEEBLER SOFT BATCH CHOCOLATE CHIP COOKIES 15-OUNCE(PACK OF 6)
3587,B004X8TK9W,A3L9ZT7SRJYLVH,"JDTexan ""JDTexan""",2,2,5,1318723200,DeeLish Cookies
3588,B004X8TK9W,A1Z54EM24Y40LL,c2,1,1,5,1338249600,AWESOME!
3591,B006WW3GYC,AYJFP2AJ5Y64L,Sal G.,0,0,5,1336003200,Jelly Belly's are the Best
3593,B001QEF4XC,A21NAFNWYZU42M,dobie,7,7,5,1293494400,quality at a good price
3594,B001QEF4XC,ALEW9N1JHJG21,Erika,4,4,5,1325203200,"Good food, good price"
3595,B001QEF4XC,A2XWEGPK1CMI45,Patrizia Wilborn,4,4,5,1323129600,Great Dane loves it
3596,B001QEF4XC,ADFHLHK5OU8EY,Robert P. Smith,4,4,5,1308096000,"Excellent, healthy dry dog food!"
3598,B001QEF4XC,A3J8T8SET63BYF,"Mommared85 ""Cmorlan""",2,2,5,1324252800,Best Dog Food For the Price!
3599,B001QEF4XC,A2Q0JENK8FFCLB,drbearkat,1,1,5,1344556800,Fantastic dog food - best price - great quality!
3600,B001QEF4XC,A3J0W7EYJKTJTM,desperatedude,1,1,5,1333238400,Quality for a good price
3601,B001QEF4XC,A2DJ7VZ6I6660S,Seth,1,1,5,1329004800,quality food for less
3602,B001QEF4XC,AEGO6A1AFDTAV,aroundlsu,1,1,5,1328918400,Perfect for a Great Dane
3603,B001QEF4XC,AKWL212NZLW3V,"Gary Michael Adams ""Duke Lacrosse""",1,1,5,1328054400,Good Food
3604,B001QEF4XC,A174MYJWTXAHQT,"LAKeeley ""lax23dmb""",0,0,5,1349395200,"Dogs love it, Wallet love it, I love it"
3605,B000HQMNIO,A39U6NG9LY6VRG,Al from Chicago,0,0,5,1253318400,Best & Simpliest Salad seasoning
3606,B000HQMNIO,AU6VPWBMEB5K0,"Geoffrey ""Geoffrey""",0,0,5,1242172800,Good seasoning
3607,B000HQMNIO,A37JK1OP3NQV55,"Carmen Crouch ""cc""",0,0,5,1227484800,Delicious !!!
